"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","11.79"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","0"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum","","241,664"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","0"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","launch__registers_per_thread","register/thread","82"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","91.16"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","51.88"
"0","560701","benchmark","127.0.0.1","ampere_sgemm_64x32_sliced1x4_nn","1","7","(256, 1, 1)","(8, 16, 1)","0","8.6","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","25.29"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","1.23"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","1,048,576"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum","","0"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","60.09"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","launch__registers_per_thread","register/thread","112"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","64.29"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","4.59"
"1","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","16.64"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","1.23"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","1,048,576"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum","","0"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","60.08"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","launch__registers_per_thread","register/thread","112"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","81.49"
"2","560701","benchmark","127.0.0.1","void sgemm_2d_blocktile<128, 128, 8, 8, 8>(int, int, int, float, const float *, const float *, float, float *)","1","7","(256, 1, 1)","(4, 4, 1)","0","8.6","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","4.60"
